Set ID,Section,Condition,Times Sold,Total Qty,Total Lots,Min Price (EUR),Avg Price (EUR),Qty Avg Price (EUR),Max Price (EUR),ScrapeTimestampUTC
10369-1,Current Items for Sale,Used,,4,4.0,11.98,27.01,27.01,46.59,2025-10-20T22:32:25.014806
10797-1,Last 6 Months Sales,New,1.0,1,,30.62,30.62,30.62,30.62,2025-10-20T22:33:37.217586
10797-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T22:33:37.217586
10797-1,Current Items for Sale,New,,240,21.0,33.55,45.47,49.6,61.58,2025-10-20T22:33:37.217586
10797-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T22:33:37.217586
11037-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T22:34:50.116119
11037-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T22:34:50.116119
11037-1,Current Items for Sale,New,,105,31.0,18.39,26.75,26.38,36.15,2025-10-20T22:34:50.116119
11037-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T22:34:50.116119
21255-1,Last 6 Months Sales,New,13.0,77,,13.73,16.6,14.47,21.91,2025-10-20T22:36:19.697345
21255-1,Last 6 Months Sales,Used,1.0,1,,13.77,13.77,13.77,13.77,2025-10-20T22:36:19.697345
21255-1,Current Items for Sale,New,,170,38.0,21.39,33.65,34.87,46.45,2025-10-20T22:36:19.697345
21255-1,Current Items for Sale,Used,,2,2.0,10.0,12.19,12.19,14.38,2025-10-20T22:36:19.697345
21256-1,Last 6 Months Sales,New,4.0,4,,15.38,20.74,20.74,25.0,2025-10-20T22:37:30.071495
21256-1,Last 6 Months Sales,Used,1.0,1,,12.0,12.0,12.0,12.0,2025-10-20T22:37:30.071495
21256-1,Current Items for Sale,New,,172,42.0,23.18,47.4,44.29,70.11,2025-10-20T22:37:30.071495
21256-1,Current Items for Sale,Used,,1,1.0,34.24,34.24,34.24,34.24,2025-10-20T22:37:30.071495
21257-1,Last 6 Months Sales,New,13.0,26,,2.56,28.65,29.67,37.39,2025-10-20T22:38:17.745823
21257-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T22:38:17.745823
21257-1,Current Items for Sale,New,,286,44.0,23.88,38.97,42.21,63.98,2025-10-20T22:38:17.745823
21257-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T22:38:17.745823
21260-1,Last 6 Months Sales,New,7.0,49,,10.93,16.79,13.89,21.45,2025-10-20T22:39:28.024960
21260-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T22:39:28.024960
21260-1,Current Items for Sale,New,,221,53.0,12.65,24.25,24.42,39.99,2025-10-20T22:39:28.024960
21260-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T22:39:28.024960
21261-1,Last 6 Months Sales,New,10.0,42,,13.78,19.31,15.14,34.0,2025-10-20T22:40:53.675222
21261-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T22:40:53.675222
21261-1,Current Items for Sale,New,,159,36.0,24.4,32.93,32.79,45.37,2025-10-20T22:40:53.675222
21261-1,Current Items for Sale,Used,,2,2.0,13.8,14.39,14.39,14.98,2025-10-20T22:40:53.675222
21281-1,Last 6 Months Sales,New,1.0,1,,26.48,26.48,26.48,26.48,2025-10-20T22:41:58.110732
21281-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T22:41:58.110732
21281-1,Current Items for Sale,New,,23,9.0,24.64,30.73,29.12,49.65,2025-10-20T22:41:58.110732
21281-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T22:41:58.110732
31147-1,Last 6 Months Sales,New,13.0,13,,8.19,11.61,11.61,16.58,2025-10-20T22:43:11.516653
31147-1,Last 6 Months Sales,Used,4.0,4,,8.53,11.29,11.29,12.59,2025-10-20T22:43:11.516653
31147-1,Current Items for Sale,New,,611,140.0,8.55,19.01,18.67,51.77,2025-10-20T22:43:11.516653
31147-1,Current Items for Sale,Used,,15,14.0,5.51,14.92,14.74,64.71,2025-10-20T22:43:11.516653
31149-1,Last 6 Months Sales,New,2.0,2,,13.69,14.54,14.54,15.38,2025-10-20T22:44:23.284626
31149-1,Last 6 Months Sales,Used,1.0,1,,7.68,7.68,7.68,7.68,2025-10-20T22:44:23.284626
31149-1,Current Items for Sale,New,,193,74.0,15.0,25.74,26.65,50.0,2025-10-20T22:44:23.284626
31149-1,Current Items for Sale,Used,,5,5.0,8.55,19.61,19.61,38.83,2025-10-20T22:44:23.284626
31156-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T22:45:17.910932
31156-1,Last 6 Months Sales,Used,2.0,2,,10.48,12.91,12.91,15.34,2025-10-20T22:45:17.910932
31156-1,Current Items for Sale,New,,67,35.0,21.4,31.72,31.95,49.75,2025-10-20T22:45:17.910932
31156-1,Current Items for Sale,Used,,2,2.0,8.63,12.87,12.87,17.11,2025-10-20T22:45:17.910932
31158-1,Last 6 Months Sales,New,3.0,14,,17.54,20.42,18.25,24.9,2025-10-20T22:46:07.761986
31158-1,Last 6 Months Sales,Used,1.0,1,,15.0,15.0,15.0,15.0,2025-10-20T22:46:07.761986
31158-1,Current Items for Sale,New,,109,51.0,17.08,29.3,28.76,69.75,2025-10-20T22:46:07.761986
31158-1,Current Items for Sale,Used,,2,2.0,8.56,17.12,17.12,25.68,2025-10-20T22:46:07.761986
40672-1,Last 6 Months Sales,New,23.0,51,,7.78,24.27,21.17,34.23,2025-10-20T22:47:47.463068
40672-1,Last 6 Months Sales,Used,3.0,3,,13.67,16.67,16.67,19.19,2025-10-20T22:47:47.463068
40672-1,Current Items for Sale,New,,269,77.0,17.98,31.16,30.44,51.75,2025-10-20T22:47:47.463068
40672-1,Current Items for Sale,Used,,2,2.0,17.12,19.31,19.31,21.5,2025-10-20T22:47:47.463068
40713-1,Last 6 Months Sales,New,4.0,7,,12.49,14.07,13.51,15.71,2025-10-20T22:49:26.047010
40713-1,Last 6 Months Sales,Used,1.0,1,,11.87,11.87,11.87,11.87,2025-10-20T22:49:26.047010
40713-1,Current Items for Sale,New,,211,59.0,11.02,20.3,17.35,34.49,2025-10-20T22:49:26.047010
40713-1,Current Items for Sale,Used,,3,3.0,11.13,11.39,11.39,11.55,2025-10-20T22:49:26.047010
40725-1,Last 6 Months Sales,New,30.0,54,,3.12,9.45,9.42,13.56,2025-10-20T22:52:43.640636
40725-1,Last 6 Months Sales,Used,1.0,1,,4.72,4.72,4.72,4.72,2025-10-20T22:52:43.640636
40725-1,Current Items for Sale,New,,961,158.0,7.7,13.6,13.83,33.28,2025-10-20T22:52:43.640636
40725-1,Current Items for Sale,Used,,6,6.0,4.28,8.09,8.09,9.99,2025-10-20T22:52:43.640636
40743-1,Last 6 Months Sales,New,3.0,3,,32.91,39.52,39.52,46.75,2025-10-20T22:53:40.489488
40743-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T22:53:40.489488
40743-1,Current Items for Sale,New,,692,97.0,20.94,39.52,37.07,59.41,2025-10-20T22:53:40.489488
40743-1,Current Items for Sale,Used,,2,2.0,25.67,27.84,27.84,30.0,2025-10-20T22:53:40.489488
40748-1,Last 6 Months Sales,New,13.0,16,,10.98,21.42,20.9,26.23,2025-10-20T22:55:19.948675
40748-1,Last 6 Months Sales,Used,1.0,8,,11.11,11.11,11.11,11.11,2025-10-20T22:55:19.948675
40748-1,Current Items for Sale,New,,416,91.0,11.99,28.02,26.69,46.23,2025-10-20T22:55:19.948675
40748-1,Current Items for Sale,Used,,14,2.0,10.98,11.59,11.68,12.2,2025-10-20T22:55:19.948675
40749-1,Last 6 Months Sales,New,4.0,4,,13.41,18.88,18.88,23.95,2025-10-20T22:56:28.572680
40749-1,Last 6 Months Sales,Used,1.0,1,,16.2,16.2,16.2,16.2,2025-10-20T22:56:28.572680
40749-1,Current Items for Sale,New,,137,43.0,17.98,29.11,25.74,101.15,2025-10-20T22:56:28.572680
40749-1,Current Items for Sale,Used,,3,3.0,8.99,11.52,11.52,12.83,2025-10-20T22:56:28.572680
40751-1,Last 6 Months Sales,New,57.0,118,,17.7,26.27,22.89,39.99,2025-10-20T22:58:02.794213
40751-1,Last 6 Months Sales,Used,3.0,3,,18.74,25.13,25.13,31.66,2025-10-20T22:58:02.794213
40751-1,Current Items for Sale,New,,619,185.0,18.52,34.88,33.93,103.54,2025-10-20T22:58:02.794213
40751-1,Current Items for Sale,Used,,1,1.0,31.5,31.5,31.5,31.5,2025-10-20T22:58:02.794213
40752-1,Last 6 Months Sales,New,3.0,3,,18.09,21.6,21.6,26.56,2025-10-20T22:59:21.398092
40752-1,Last 6 Months Sales,Used,1.0,1,,5.96,5.96,5.96,5.96,2025-10-20T22:59:21.398092
40752-1,Current Items for Sale,New,,193,73.0,14.58,25.58,23.58,47.08,2025-10-20T22:59:21.398092
40752-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T22:59:21.398092
40755-1,Last 6 Months Sales,New,72.0,120,,4.84,26.39,24.27,49.48,2025-10-20T23:00:36.421585
40755-1,Last 6 Months Sales,Used,8.0,8,,5.16,13.97,13.97,30.87,2025-10-20T23:00:36.421585
40755-1,Current Items for Sale,New,,484,137.0,4.79,42.18,43.95,119.99,2025-10-20T23:00:36.421585
40755-1,Current Items for Sale,Used,,8,6.0,5.09,10.6,11.53,22.26,2025-10-20T23:00:36.421585
42166-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T23:02:09.829681
42166-1,Last 6 Months Sales,Used,2.0,2,,6.87,11.88,11.88,16.89,2025-10-20T23:02:09.829681
42166-1,Current Items for Sale,New,,252,49.0,15.24,22.46,24.84,41.61,2025-10-20T23:02:09.829681
42166-1,Current Items for Sale,Used,,11,11.0,9.15,17.3,17.3,24.0,2025-10-20T23:02:09.829681
42169-1,Last 6 Months Sales,New,2.0,2,,30.39,31.2,31.2,32.0,2025-10-20T23:02:54.260050
42169-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:02:54.260050
42169-1,Current Items for Sale,New,,270,76.0,21.4,42.28,44.29,80.49,2025-10-20T23:02:54.260050
42169-1,Current Items for Sale,Used,,14,14.0,15.24,22.22,22.22,30.0,2025-10-20T23:02:54.260050
42603-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T23:03:46.559702
42603-1,Last 6 Months Sales,Used,1.0,1,,6.92,6.92,6.92,6.92,2025-10-20T23:03:46.559702
42603-1,Current Items for Sale,New,,107,33.0,13.89,24.57,26.38,36.15,2025-10-20T23:03:46.559702
42603-1,Current Items for Sale,Used,,1,1.0,18.0,18.0,18.0,18.0,2025-10-20T23:03:46.559702
42613-1,Last 6 Months Sales,New,2.0,2,,18.91,19.75,19.75,20.59,2025-10-20T23:04:33.517196
42613-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:04:33.517196
42613-1,Current Items for Sale,New,,65,14.0,19.52,30.77,28.62,52.21,2025-10-20T23:04:33.517196
42613-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T23:04:33.517196
42614-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T23:05:51.648802
42614-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:05:51.648802
42614-1,Current Items for Sale,New,,97,32.0,20.0,34.22,37.46,54.99,2025-10-20T23:05:51.648802
42614-1,Current Items for Sale,Used,,2,2.0,23.0,24.34,24.34,25.68,2025-10-20T23:05:51.648802
42615-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T23:06:49.921635
42615-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:06:49.921635
42615-1,Current Items for Sale,New,,44,18.0,23.97,36.46,39.13,57.35,2025-10-20T23:06:49.921635
42615-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T23:06:49.921635
42617-1,Last 6 Months Sales,New,1.0,1,,42.94,42.94,42.94,42.94,2025-10-20T23:07:57.118055
42617-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:07:57.118055
42617-1,Current Items for Sale,New,,83,30.0,28.98,49.98,51.77,64.1,2025-10-20T23:07:57.118055
42617-1,Current Items for Sale,Used,,3,3.0,27.45,32.19,32.19,37.67,2025-10-20T23:07:57.118055
42618-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T23:08:52.279754
42618-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:08:52.279754
42618-1,Current Items for Sale,New,,106,27.0,20.08,29.6,29.36,55.37,2025-10-20T23:08:52.279754
42618-1,Current Items for Sale,Used,,1,1.0,17.11,17.11,17.11,17.11,2025-10-20T23:08:52.279754
42624-1,Last 6 Months Sales,New,2.0,2,,21.37,21.86,21.86,22.36,2025-10-20T23:10:03.839057
42624-1,Last 6 Months Sales,Used,1.0,1,,17.12,17.12,17.12,17.12,2025-10-20T23:10:03.839057
42624-1,Current Items for Sale,New,,111,29.0,21.35,38.22,34.07,59.75,2025-10-20T23:10:03.839057
42624-1,Current Items for Sale,Used,,2,2.0,25.0,27.5,27.5,30.0,2025-10-20T23:10:03.839057
42637-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T23:11:01.263201
42637-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:11:01.263201
42637-1,Current Items for Sale,New,,282,28.0,18.08,26.42,27.86,50.99,2025-10-20T23:11:01.263201
42637-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T23:11:01.263201
43239-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T23:12:36.384146
43239-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:12:36.384146
43239-1,Current Items for Sale,New,,153,38.0,17.12,26.24,27.02,44.3,2025-10-20T23:12:36.384146
43239-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T23:12:36.384146
43248-1,Last 6 Months Sales,New,1.0,1,,17.29,17.29,17.29,17.29,2025-10-20T23:13:25.113910
43248-1,Last 6 Months Sales,Used,1.0,1,,8.84,8.84,8.84,8.84,2025-10-20T23:13:25.113910
43248-1,Current Items for Sale,New,,220,50.0,7.32,28.19,29.38,47.45,2025-10-20T23:13:25.113910
43248-1,Current Items for Sale,Used,,2,2.0,9.15,11.48,11.48,13.8,2025-10-20T23:13:25.113910
43251-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T23:15:35.254572
43251-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:15:35.254572
43251-1,Current Items for Sale,New,,82,30.0,16.0,30.7,29.97,56.79,2025-10-20T23:15:35.254572
43251-1,Current Items for Sale,Used,,1,1.0,21.39,21.39,21.39,21.39,2025-10-20T23:15:35.254572
43276-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-20T23:17:06.533597
43276-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:17:06.533597
43276-1,Current Items for Sale,New,,115,32.0,19.19,40.44,40.72,69.99,2025-10-20T23:17:06.533597
43276-1,Current Items for Sale,Used,,1,1.0,24.83,24.83,24.83,24.83,2025-10-20T23:17:06.533597
60406-1,Last 6 Months Sales,New,3.0,3,,17.79,19.78,19.78,21.0,2025-10-20T23:18:07.600724
60406-1,Last 6 Months Sales,Used,1.0,1,,12.33,12.33,12.33,12.33,2025-10-20T23:18:07.600724
60406-1,Current Items for Sale,New,,266,53.0,10.35,26.61,29.22,46.0,2025-10-20T23:18:07.600724
60406-1,Current Items for Sale,Used,,4,4.0,3.08,15.17,15.17,25.68,2025-10-20T23:18:07.600724
60407-1,Last 6 Months Sales,New,6.0,8,,15.56,19.14,18.87,24.0,2025-10-20T23:19:06.946499
60407-1,Last 6 Months Sales,Used,2.0,2,,17.0,18.5,18.5,20.0,2025-10-20T23:19:06.946499
60407-1,Current Items for Sale,New,,258,76.0,16.0,27.06,27.48,40.25,2025-10-20T23:19:06.946499
60407-1,Current Items for Sale,Used,,7,7.0,8.53,15.22,15.22,24.4,2025-10-20T23:19:06.946499
60412-1,Last 6 Months Sales,New,4.0,4,,15.22,23.55,23.55,27.99,2025-10-20T23:20:39.826830
60412-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:20:39.826830
60412-1,Current Items for Sale,New,,114,30.0,18.8,28.04,28.52,41.12,2025-10-20T23:20:39.826830
60412-1,Current Items for Sale,Used,,1,1.0,11.99,11.99,11.99,11.99,2025-10-20T23:20:39.826830
60413-1,Last 6 Months Sales,New,2.0,2,,34.7,39.83,39.83,44.95,2025-10-20T23:21:40.057614
60413-1,Last 6 Months Sales,Used,2.0,2,,11.61,15.2,15.2,18.79,2025-10-20T23:21:40.057614
60413-1,Current Items for Sale,New,,123,41.0,34.24,56.52,58.66,111.28,2025-10-20T23:21:40.057614
60413-1,Current Items for Sale,Used,,1,1.0,50.0,50.0,50.0,50.0,2025-10-20T23:21:40.057614
60417-1,Last 6 Months Sales,New,4.0,6,,22.05,23.2,23.8,25.0,2025-10-20T23:22:38.437518
60417-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:22:38.437518
60417-1,Current Items for Sale,New,,70,30.0,22.88,32.18,30.64,60.88,2025-10-20T23:22:38.437518
60417-1,Current Items for Sale,Used,,4,3.0,19.68,26.79,26.51,35.0,2025-10-20T23:22:38.437518
60426-1,Last 6 Months Sales,New,8.0,8,,11.44,26.45,26.45,62.09,2025-10-20T23:23:29.385946
60426-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:23:29.385946
60426-1,Current Items for Sale,New,,182,59.0,11.44,27.9,29.53,60.0,2025-10-20T23:23:29.385946
60426-1,Current Items for Sale,Used,,4,4.0,14.38,19.03,19.03,22.25,2025-10-20T23:23:29.385946
60431-1,Last 6 Months Sales,New,3.0,3,,21.0,23.81,23.81,28.79,2025-10-20T23:24:57.484699
60431-1,Last 6 Months Sales,Used,2.0,2,,12.6,15.95,15.95,19.3,2025-10-20T23:24:57.484699
60431-1,Current Items for Sale,New,,130,57.0,16.65,27.6,27.87,53.93,2025-10-20T23:24:57.484699
60431-1,Current Items for Sale,Used,,7,7.0,15.24,18.13,18.13,21.4,2025-10-20T23:24:57.484699
71431-1,Last 6 Months Sales,New,5.0,15,,12.13,17.3,16.26,21.05,2025-10-20T23:25:54.185912
71431-1,Last 6 Months Sales,Used,3.0,3,,11.16,12.59,12.59,13.72,2025-10-20T23:25:54.185912
71431-1,Current Items for Sale,New,,148,65.0,15.4,28.57,29.67,64.21,2025-10-20T23:25:54.185912
71431-1,Current Items for Sale,Used,,8,8.0,12.2,17.68,17.68,25.68,2025-10-20T23:25:54.185912
71475-1,Last 6 Months Sales,New,6.0,6,,13.83,15.41,15.41,16.42,2025-10-20T23:27:17.135464
71475-1,Last 6 Months Sales,Used,1.0,1,,6.44,6.44,6.44,6.44,2025-10-20T23:27:17.135464
71475-1,Current Items for Sale,New,,243,67.0,13.69,26.46,31.41,47.99,2025-10-20T23:27:17.135464
71475-1,Current Items for Sale,Used,,1,1.0,15.0,15.0,15.0,15.0,2025-10-20T23:27:17.135464
71476-1,Last 6 Months Sales,New,6.0,6,,18.57,22.14,22.14,26.73,2025-10-20T23:28:33.150977
71476-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:28:33.150977
71476-1,Current Items for Sale,New,,236,69.0,15.19,37.29,45.19,81.33,2025-10-20T23:28:33.150977
71476-1,Current Items for Sale,Used,,4,4.0,13.43,26.57,26.57,50.15,2025-10-20T23:28:33.150977
71480-1,Last 6 Months Sales,New,1.0,1,,12.96,12.96,12.96,12.96,2025-10-20T23:29:18.592307
71480-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:29:18.592307
71480-1,Current Items for Sale,New,,85,34.0,9.15,25.74,26.91,51.99,2025-10-20T23:29:18.592307
71480-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T23:29:18.592307
71481-1,Last 6 Months Sales,New,2.0,2,,17.17,21.39,21.39,25.6,2025-10-20T23:30:05.200491
71481-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:30:05.200491
71481-1,Current Items for Sale,New,,216,55.0,8.35,31.49,34.72,47.53,2025-10-20T23:30:05.200491
71481-1,Current Items for Sale,Used,,0,0.0,,,,,2025-10-20T23:30:05.200491
71483-1,Last 6 Months Sales,New,5.0,6,,23.16,26.75,26.15,37.18,2025-10-20T23:31:24.474644
71483-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-20T23:31:24.474644
71483-1,Current Items for Sale,New,,127,51.0,16.0,37.68,40.79,65.06,2025-10-20T23:31:24.474644
71483-1,Current Items for Sale,Used,,1,1.0,23.0,23.0,23.0,23.0,2025-10-20T23:31:24.474644
71808-1,Last 6 Months Sales,New,4.0,11,,12.65,18.69,17.15,24.68,2025-10-21T11:27:44.625539
71808-1,Last 6 Months Sales,Used,1.0,1,,15.11,15.11,15.11,15.11,2025-10-21T11:27:44.625539
71808-1,Current Items for Sale,New,,183,51.0,17.6,25.86,26.63,45.69,2025-10-21T11:27:44.625539
71808-1,Current Items for Sale,Used,,5,5.0,15.0,16.88,16.88,20.0,2025-10-21T11:27:44.625539
71811-1,Last 6 Months Sales,New,1.0,1,,30.85,30.85,30.85,30.85,2025-10-21T11:29:14.533937
71811-1,Last 6 Months Sales,Used,1.0,1,,25.54,25.54,25.54,25.54,2025-10-21T11:29:14.533937
71811-1,Current Items for Sale,New,,132,36.0,29.29,43.84,45.82,63.88,2025-10-21T11:29:14.533937
71811-1,Current Items for Sale,Used,,1,1.0,32.5,32.5,32.5,32.5,2025-10-21T11:29:14.533937
71817-1,Last 6 Months Sales,New,15.0,23,,21.0,26.85,27.54,32.24,2025-10-21T11:29:54.989643
71817-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-21T11:29:54.989643
71817-1,Current Items for Sale,New,,93,22.0,20.71,33.9,33.85,57.53,2025-10-21T11:29:54.989643
71817-1,Current Items for Sale,Used,,4,4.0,8.15,13.74,13.74,19.32,2025-10-21T11:29:54.989643
75385-1,Last 6 Months Sales,New,77.0,103,,3.87,28.47,28.05,79.62,2025-10-21T11:31:16.797819
75385-1,Last 6 Months Sales,Used,14.0,14,,4.28,20.62,20.62,42.95,2025-10-21T11:31:16.797819
75385-1,Current Items for Sale,New,,565,199.0,5.15,52.96,57.61,129.0,2025-10-21T11:31:16.797819
75385-1,Current Items for Sale,Used,,11,10.0,6.68,19.37,18.39,42.9,2025-10-21T11:31:16.797819
75386-1,Last 6 Months Sales,New,61.0,99,,2.42,15.92,14.61,39.1,2025-10-21T11:32:55.821897
75386-1,Last 6 Months Sales,Used,10.0,10,,8.49,13.79,13.79,21.5,2025-10-21T11:32:55.821897
75386-1,Current Items for Sale,New,,704,211.0,6.01,36.17,35.44,92.05,2025-10-21T11:32:55.821897
75386-1,Current Items for Sale,Used,,11,11.0,7.72,16.65,16.65,37.95,2025-10-21T11:32:55.821897
75388-1,Last 6 Months Sales,New,90.0,102,,7.14,17.51,17.67,33.95,2025-10-21T11:34:24.066034
75388-1,Last 6 Months Sales,Used,15.0,15,,8.41,14.33,14.33,27.51,2025-10-21T11:34:24.066034
75388-1,Current Items for Sale,New,,371,133.0,11.13,33.61,33.9,55.27,2025-10-21T11:34:24.066034
75388-1,Current Items for Sale,Used,,11,11.0,10.0,18.36,18.36,25.05,2025-10-21T11:34:24.066034
75581-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-21T11:35:17.516041
75581-1,Last 6 Months Sales,Used,1.0,1,,34.6,34.6,34.6,34.6,2025-10-21T11:35:17.516041
75581-1,Current Items for Sale,New,,107,39.0,16.0,38.54,37.8,74.17,2025-10-21T11:35:17.516041
75581-1,Current Items for Sale,Used,,2,2.0,15.27,19.21,19.21,23.16,2025-10-21T11:35:17.516041
75681-1,Last 6 Months Sales,New,2.0,6,,15.96,19.94,17.29,23.93,2025-10-21T11:36:38.107438
75681-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-21T11:36:38.107438
75681-1,Current Items for Sale,New,,206,48.0,13.73,26.46,26.42,69.95,2025-10-21T11:36:38.107438
75681-1,Current Items for Sale,Used,,3,3.0,17.16,25.81,25.81,40.27,2025-10-21T11:36:38.107438
76274-1,Last 6 Months Sales,New,37.0,37,,13.32,31.86,31.86,53.41,2025-10-21T11:37:43.565996
76274-1,Last 6 Months Sales,Used,5.0,5,,11.05,26.55,26.55,32.11,2025-10-21T11:37:43.565996
76274-1,Current Items for Sale,New,,275,94.0,18.33,55.02,58.28,92.0,2025-10-21T11:37:43.565996
76274-1,Current Items for Sale,Used,,2,2.0,12.87,21.71,21.71,30.55,2025-10-21T11:37:43.565996
76278-1,Last 6 Months Sales,New,5.0,5,,8.5,23.13,23.13,32.82,2025-10-21T11:39:23.485432
76278-1,Last 6 Months Sales,Used,2.0,2,,16.79,17.99,17.99,19.19,2025-10-21T11:39:23.485432
76278-1,Current Items for Sale,New,,267,89.0,10.3,30.38,34.48,49.99,2025-10-21T11:39:23.485432
76278-1,Current Items for Sale,Used,,8,8.0,8.58,17.24,17.24,25.93,2025-10-21T11:39:23.485432
76280-1,Last 6 Months Sales,New,15.0,15,,10.26,22.73,22.73,30.0,2025-10-21T11:40:25.281690
76280-1,Last 6 Months Sales,Used,3.0,3,,6.88,16.25,16.25,24.11,2025-10-21T11:40:25.281690
76280-1,Current Items for Sale,New,,430,88.0,10.29,34.52,36.02,66.92,2025-10-21T11:40:25.281690
76280-1,Current Items for Sale,Used,,5,5.0,6.01,15.07,15.07,21.87,2025-10-21T11:40:25.281690
76281-1,Last 6 Months Sales,New,16.0,16,,25.0,42.2,42.2,60.79,2025-10-21T11:41:53.025229
76281-1,Last 6 Months Sales,Used,6.0,6,,20.48,33.47,33.47,49.13,2025-10-21T11:41:53.025229
76281-1,Current Items for Sale,New,,198,89.0,24.99,73.07,75.18,198.9,2025-10-21T11:41:53.025229
76281-1,Current Items for Sale,Used,,9,9.0,28.62,44.55,44.55,80.54,2025-10-21T11:41:53.025229
76284-1,Last 6 Months Sales,New,3.0,4,,12.8,16.68,16.92,19.6,2025-10-21T11:43:26.797471
76284-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-21T11:43:26.797471
76284-1,Current Items for Sale,New,,180,54.0,18.02,31.09,33.91,55.17,2025-10-21T11:43:26.797471
76284-1,Current Items for Sale,Used,,3,3.0,15.02,18.95,18.95,26.4,2025-10-21T11:43:26.797471
76285-1,Last 6 Months Sales,New,2.0,2,,65.0,71.83,71.83,78.66,2025-10-21T11:44:37.464097
76285-1,Last 6 Months Sales,Used,4.0,4,,39.47,45.55,45.55,50.0,2025-10-21T11:44:37.464097
76285-1,Current Items for Sale,New,,124,44.0,53.01,75.62,79.36,107.25,2025-10-21T11:44:37.464097
76285-1,Current Items for Sale,Used,,9,9.0,34.32,47.56,47.56,67.95,2025-10-21T11:44:37.464097
76290-1,Last 6 Months Sales,New,15.0,17,,8.55,26.03,25.66,38.83,2025-10-21T11:45:50.085476
76290-1,Last 6 Months Sales,Used,1.0,1,,17.06,17.06,17.06,17.06,2025-10-21T11:45:50.085476
76290-1,Current Items for Sale,New,,227,81.0,13.23,38.12,40.44,63.88,2025-10-21T11:45:50.085476
76290-1,Current Items for Sale,Used,,1,1.0,13.92,13.92,13.92,13.92,2025-10-21T11:45:50.085476
76296-1,Last 6 Months Sales,New,1.0,1,,17.71,17.71,17.71,17.71,2025-10-21T11:46:53.856519
76296-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-21T11:46:53.856519
76296-1,Current Items for Sale,New,,170,46.0,15.0,27.04,30.56,45.46,2025-10-21T11:46:53.856519
76296-1,Current Items for Sale,Used,,2,2.0,16.96,20.97,20.97,24.99,2025-10-21T11:46:53.856519
